4
30
3
75
12
35	35	0	0	0	0	0	0	0	0	0	0	0	0
41	49	0	0	1	1	0	0	0	1	0	1	0	0
35	17	0	1	0	0	1	0	0	0	1	0	1	0
55	45	0	1	0	0	0	1	0	1	0	0	1	0
55	20	1	0	0	0	0	1	0	1	0	0	1	0
15	30	1	0	0	0	1	0	1	0	0	0	1	0
25	30	0	1	0	0	1	0	0	1	0	0	1	0
20	50	0	0	1	1	0	0	0	0	1	0	1	0
10	43	0	0	1	1	0	0	0	1	0	0	1	0
55	60	0	1	0	0	1	0	1	0	0	1	0	0
30	60	0	0	1	0	0	1	0	0	1	1	0	0
20	65	0	1	0	1	0	0	0	1	0	1	0	0
50	35	0	1	0	0	0	1	0	1	0	0	1	0
30	25	0	0	1	0	0	1	1	0	0	0	1	0
15	10	0	1	0	0	0	1	0	1	0	0	0	1
30	5	0	1	0	0	1	0	0	0	1	0	0	1
10	20	0	1	0	0	1	0	1	0	0	0	0	1
5	30	1	0	0	0	0	1	0	1	0	0	1	0
20	40	0	1	0	0	0	1	0	0	1	0	1	0
15	60	0	1	0	0	0	1	0	0	1	1	0	0
45	65	0	1	0	1	0	0	1	0	0	1	0	0
45	20	0	1	0	1	0	0	1	0	0	0	1	0
45	10	0	0	1	0	1	0	0	0	1	0	0	1
55	5	0	1	0	0	0	1	1	0	0	0	0	1
65	35	1	0	0	0	1	0	0	0	1	0	1	0
65	20	1	0	0	1	0	0	0	0	1	0	0	1
45	30	0	0	1	0	0	1	0	1	0	0	1	0
35	40	0	1	0	0	1	0	0	0	1	0	1	0
41	37	1	0	0	0	1	0	1	0	0	0	1	0
64	42	0	1	0	0	0	1	0	1	0	0	1	0
40	60	0	0	1	1	0	0	0	0	1	1	0	0
31	52	1	0	0	0	0	1	0	0	1	1	0	0
35	69	0	1	0	0	0	1	0	1	0	1	0	0
53	52	0	1	0	1	0	0	0	1	0	0	1	0
65	55	0	0	1	1	0	0	0	0	1	0	1	0
63	65	0	1	0	1	0	0	0	0	1	0	1	0
2	60	0	0	1	0	0	1	1	0	0	0	1	0
20	20	1	0	0	0	0	1	1	0	0	0	1	0
5	5	0	0	1	0	1	0	1	0	0	0	0	1
60	12	1	0	0	0	0	1	1	0	0	0	0	1
40	25	1	0	0	0	1	0	0	0	1	0	1	0
42	7	0	0	1	0	0	1	1	0	0	0	0	1
24	12	0	1	0	1	0	0	0	0	1	0	0	1
23	3	1	0	0	0	0	1	0	1	0	0	0	1
11	14	0	1	0	0	1	0	0	0	1	0	0	1
6	38	1	0	0	0	1	0	1	0	0	0	1	0
2	48	1	0	0	1	0	0	0	1	0	0	1	0
8	56	0	1	0	1	0	0	1	0	0	0	1	0
13	52	0	0	1	0	1	0	0	1	0	0	1	0
6	68	0	1	0	1	0	0	0	0	1	0	1	0
47	47	0	0	1	0	1	0	0	0	1	0	1	0
49	58	0	0	1	1	0	0	0	0	1	1	0	0
27	43	0	0	1	1	0	0	1	0	0	0	1	0
37	31	1	0	0	1	0	0	0	0	1	0	1	0
57	29	1	0	0	1	0	0	1	0	0	0	1	0
63	23	1	0	0	0	1	0	1	0	0	0	1	0
53	12	0	1	0	1	0	0	1	0	0	0	0	1
32	12	0	1	0	0	0	1	0	0	1	0	0	1
36	26	1	0	0	1	0	0	1	0	0	0	1	0
21	24	1	0	0	1	0	0	0	1	0	0	1	0
17	34	1	0	0	0	1	0	1	0	0	0	1	0
12	24	0	1	0	0	0	1	0	1	0	0	1	0
24	58	0	0	1	0	1	0	1	0	0	1	0	0
27	69	1	0	0	0	1	0	0	0	1	1	0	0
15	77	1	0	0	1	0	0	1	0	0	1	0	0
62	77	1	0	0	1	0	0	0	0	1	0	1	0
49	73	0	1	0	1	0	0	0	0	1	1	0	0
67	5	0	0	1	1	0	0	0	1	0	0	0	1
56	39	0	1	0	1	0	0	0	1	0	0	1	0
37	47	0	0	1	0	0	1	0	1	0	1	0	0
37	56	0	0	1	0	0	1	1	0	0	1	0	0
57	68	1	0	0	0	0	1	1	0	0	1	0	0
47	16	0	1	0	1	0	0	1	0	0	0	0	1
44	17	0	1	0	0	0	1	0	0	1	0	1	0
46	13	0	1	0	0	1	0	1	0	0	0	0	1
49	11	0	1	0	1	0	0	1	0	0	0	0	1






