250
1
6
100
12
40	50	0	0	0	0	0	0	0	0	0	0	0	0
25	85	0	1	0	1	0	0	0	0	1	0	0	0
22	75	0	0	1	0	1	0	1	0	0	1	0	0
22	85	0	1	0	1	0	0	0	0	1	1	0	0
20	80	0	0	1	1	0	0	1	0	0	1	0	0
20	85	0	1	0	0	0	1	0	0	1	1	0	0
18	75	1	0	0	0	1	0	0	0	1	1	0	0
15	75	1	0	0	0	1	0	0	1	0	1	0	0
15	80	0	1	0	1	0	0	1	0	0	1	0	0
10	35	0	1	0	0	1	0	0	0	1	1	0	0
10	40	0	1	0	0	0	1	1	0	0	0	1	0
8	40	0	0	1	0	0	1	1	0	0	0	1	0
8	45	0	1	0	0	1	0	0	0	1	0	1	0
5	35	0	1	0	0	1	0	0	0	1	0	1	0
5	45	0	0	1	1	0	0	0	0	1	0	1	0
2	40	1	0	0	0	1	0	1	0	0	0	1	0
0	40	0	1	0	0	0	1	1	0	0	0	1	0
0	45	0	0	1	1	0	0	1	0	0	0	1	0
44	5	1	0	0	0	0	1	0	1	0	0	1	0
42	10	1	0	0	0	0	1	0	1	0	0	0	1
42	15	1	0	0	0	0	1	0	0	1	0	0	1
40	5	0	1	0	0	0	1	0	0	1	0	1	0
40	15	0	0	1	0	0	1	0	0	1	0	0	1
38	5	1	0	0	0	0	1	0	0	1	0	1	0
38	15	1	0	0	0	0	1	0	0	1	0	0	1
35	5	1	0	0	0	0	1	0	0	1	0	1	0
95	30	0	0	1	0	1	0	1	0	0	0	0	1
95	35	0	0	1	1	0	0	0	0	1	0	0	1
92	30	0	0	1	0	0	1	0	1	0	0	0	1
90	35	0	0	1	0	1	0	0	0	1	0	0	1
88	30	0	1	0	0	0	1	0	0	1	0	0	1
88	35	0	0	1	0	0	1	0	1	0	0	0	1
87	30	0	1	0	0	0	1	0	0	1	0	0	1
85	25	0	1	0	0	0	1	0	1	0	0	0	1
85	35	0	0	1	0	1	0	1	0	0	0	0	1
67	85	1	0	0	1	0	0	1	0	0	0	0	1
65	85	1	0	0	1	0	0	0	0	1	0	1	0
65	82	1	0	0	1	0	0	0	1	0	0	1	0
62	80	1	0	0	0	0	1	0	0	1	0	1	0
60	80	0	0	1	0	0	1	0	0	1	0	1	0
60	85	1	0	0	1	0	0	0	0	1	0	1	0
58	75	0	1	0	0	1	0	0	0	1	0	1	0
55	80	0	1	0	1	0	0	0	0	1	0	1	0
55	85	1	0	0	0	0	1	0	1	0	0	1	0
55	82	1	0	0	1	0	0	1	0	0	0	1	0
20	82	0	0	1	0	0	1	0	1	0	0	1	0
18	80	0	1	0	1	0	0	0	0	1	1	0	0
2	45	1	0	0	1	0	0	0	1	0	1	0	0
42	5	0	1	0	1	0	0	0	1	0	0	1	0
42	12	1	0	0	0	0	1	0	0	1	0	0	1
72	35	0	1	0	1	0	0	0	0	1	0	0	1
55	20	0	1	0	0	0	1	0	0	1	0	0	1
25	30	0	0	1	0	0	1	1	0	0	0	0	1
20	50	0	1	0	1	0	0	0	1	0	0	1	0
55	60	0	0	1	0	1	0	0	0	1	1	0	0
30	60	1	0	0	1	0	0	0	0	1	0	1	0
50	35	0	0	1	0	1	0	1	0	0	1	0	0
30	25	1	0	0	1	0	0	0	0	1	0	1	0
