150
1
4
50
12
35	35	0	0	0	0	0	0	0	0	0	0	0	0
41	49	0	0	1	1	0	0	0	0	1	1	0	0
35	17	0	1	0	1	0	0	1	0	0	0	1	0
55	45	0	0	1	0	1	0	0	0	1	0	1	0
55	20	0	1	0	0	0	1	0	0	1	0	1	0
15	30	0	0	1	1	0	0	0	1	0	0	1	0
25	30	1	0	0	1	0	0	0	1	0	0	1	0
20	50	0	1	0	0	0	1	1	0	0	1	0	0
10	43	0	1	0	0	1	0	1	0	0	0	1	0
55	60	0	0	1	1	0	0	0	0	1	1	0	0
30	60	0	0	1	0	1	0	0	0	1	1	0	0
20	65	0	0	1	1	0	0	0	1	0	1	0	0
50	35	0	0	1	1	0	0	0	1	0	0	1	0
30	25	1	0	0	0	0	1	1	0	0	0	1	0
15	10	0	0	1	0	1	0	0	0	1	0	0	1
30	5	0	1	0	1	0	0	0	0	1	0	0	1
10	20	0	0	1	0	0	1	0	1	0	0	0	1
5	30	1	0	0	1	0	0	1	0	0	0	1	0
20	40	0	0	1	1	0	0	0	1	0	0	1	0
15	60	0	0	1	0	0	1	0	1	0	1	0	0
45	65	0	0	1	0	0	1	1	0	0	1	0	0
45	20	0	1	0	1	0	0	0	0	1	0	1	0
45	10	1	0	0	0	1	0	0	0	1	0	0	1
55	5	0	1	0	0	1	0	0	1	0	0	0	1
65	35	0	1	0	0	0	1	0	1	0	0	1	0
65	20	0	1	0	1	0	0	1	0	0	0	0	1
45	30	0	0	1	0	0	1	0	0	1	0	1	0
35	40	0	0	1	0	1	0	1	0	0	0	1	0
41	37	0	0	1	0	0	1	1	0	0	0	1	0
64	42	0	1	0	0	1	0	0	1	0	0	1	0
40	60	0	0	1	0	1	0	1	0	0	1	0	0
31	52	0	0	1	1	0	0	1	0	0	1	0	0
35	69	0	1	0	0	0	1	1	0	0	1	0	0
53	52	0	0	1	0	0	1	0	1	0	1	0	0
65	55	0	0	1	0	1	0	0	0	1	0	1	0
63	65	0	1	0	0	0	1	0	1	0	0	1	0
2	60	0	1	0	0	0	1	0	1	0	0	1	0
20	20	0	1	0	0	0	1	0	1	0	0	1	0
5	5	0	1	0	1	0	0	1	0	0	0	0	1
60	12	0	1	0	0	0	1	0	1	0	0	0	1
40	25	0	0	1	0	0	1	0	0	1	0	1	0
42	7	1	0	0	1	0	0	1	0	0	0	0	1
24	12	0	1	0	0	1	0	0	0	1	0	0	1
23	3	0	1	0	0	0	1	0	0	1	0	0	1
11	14	0	0	1	0	1	0	0	1	0	0	0	1
6	38	0	1	0	1	0	0	1	0	0	0	1	0
2	48	0	0	1	1	0	0	0	1	0	0	1	0
8	56	0	1	0	0	0	1	1	0	0	0	1	0
13	52	0	1	0	0	0	1	0	1	0	0	1	0
6	68	1	0	0	0	0	1	1	0	0	0	1	0
47	47	0	0	1	0	0	1	1	0	0	1	0	0








