125
1
5
75
12
40	50	0	0	0	0	0	0	0	0	0	0	0	0
25	85	0	1	0	1	0	0	0	0	1	1	0	0
22	75	0	1	0	1	0	0	0	1	0	1	0	0
22	85	1	0	0	1	0	0	1	0	0	1	0	0
20	80	1	0	0	0	0	1	1	0	0	1	0	0
20	85	1	0	0	1	0	0	1	0	0	1	0	0
18	75	0	0	1	1	0	0	0	1	0	1	0	0
15	75	0	1	0	0	1	0	0	1	0	1	0	0
15	80	0	1	0	1	0	0	0	1	0	1	0	0
10	35	1	0	0	0	1	0	0	1	0	0	1	0
10	40	1	0	0	1	0	0	0	1	0	0	1	0
8	40	0	1	0	1	0	0	0	1	0	0	1	0
8	45	0	0	1	1	0	0	0	1	0	0	1	0
5	35	0	1	0	1	0	0	0	1	0	0	1	0
5	45	1	0	0	1	0	0	1	0	0	0	1	0
2	40	1	0	0	1	0	0	0	0	1	0	1	0
0	40	1	0	0	0	0	1	0	0	1	0	1	0
0	45	1	0	0	1	0	0	0	0	1	0	1	0
44	5	1	0	0	0	0	1	0	1	0	0	0	1
42	10	0	1	0	1	0	0	1	0	0	0	1	0
42	15	0	0	1	0	0	1	1	0	0	0	1	0
40	5	1	0	0	1	0	0	0	1	0	0	0	1
40	15	0	0	1	0	0	1	0	1	0	0	1	0
38	5	1	0	0	0	1	0	0	1	0	0	0	1
38	15	0	0	1	1	0	0	0	0	1	0	1	0
35	5	1	0	0	1	0	0	0	1	0	0	0	1
95	30	1	0	0	1	0	0	1	0	0	0	0	1
95	35	0	1	0	1	0	0	0	0	1	0	0	1
92	30	1	0	0	0	1	0	1	0	0	0	0	1
90	35	0	0	1	0	1	0	0	0	1	0	0	1
88	30	0	1	0	0	1	0	0	0	1	0	0	1
88	35	0	0	1	1	0	0	0	1	0	0	0	1
87	30	1	0	0	1	0	0	0	0	1	0	0	1
85	25	1	0	0	1	0	0	1	0	0	0	0	1
85	35	0	1	0	1	0	0	0	1	0	0	0	1
67	85	0	1	0	1	0	0	1	0	0	0	1	0
65	85	1	0	0	1	0	0	1	0	0	0	1	0
65	82	1	0	0	1	0	0	0	1	0	0	1	0
62	80	1	0	0	0	1	0	0	1	0	0	1	0
60	80	0	0	1	0	1	0	0	1	0	0	1	0
60	85	0	1	0	0	1	0	0	1	0	0	1	0
58	75	0	0	1	0	1	0	0	0	1	0	1	0
55	80	1	0	0	0	1	0	0	1	0	0	1	0
55	85	0	0	1	0	0	1	0	1	0	0	1	0
55	82	0	1	0	0	0	1	0	1	0	0	1	0
20	82	1	0	0	1	0	0	1	0	0	1	0	0
18	80	1	0	0	0	0	1	0	1	0	1	0	0
2	45	1	0	0	1	0	0	1	0	0	0	1	0
42	5	0	1	0	1	0	0	0	1	0	0	0	1
42	12	0	0	1	1	0	0	1	0	0	0	1	0
72	35	1	0	0	1	0	0	0	0	1	0	1	0
55	20	0	1	0	0	1	0	1	0	0	0	1	0
25	30	0	0	1	0	1	0	0	0	1	0	1	0
20	50	0	0	1	0	1	0	0	0	1	0	1	0
55	60	0	0	1	1	0	0	1	0	0	0	1	0
30	60	0	1	0	0	0	1	0	0	1	1	0	0
50	35	0	1	0	0	1	0	0	0	1	0	1	0
30	25	0	0	1	0	0	1	0	0	1	0	1	0
15	10	0	0	1	0	1	0	0	1	0	0	1	0
10	20	1	0	0	1	0	0	0	0	1	0	1	0
15	60	1	0	0	0	1	0	0	1	0	1	0	0
45	65	1	0	0	0	1	0	0	0	1	0	1	0
65	35	0	1	0	1	0	0	1	0	0	0	1	0
65	20	0	1	0	1	0	0	0	0	1	0	0	1
45	30	1	0	0	0	1	0	0	1	0	0	1	0
35	40	0	0	1	0	1	0	0	1	0	0	1	0
41	37	0	0	1	1	0	0	1	0	0	0	1	0
64	42	0	0	1	1	0	0	1	0	0	0	1	0
40	60	0	0	1	0	0	1	0	0	1	0	1	0
31	52	1	0	0	0	1	0	1	0	0	0	1	0
35	69	0	1	0	0	0	1	0	1	0	1	0	0
65	55	1	0	0	0	0	1	0	1	0	0	1	0
63	65	0	1	0	1	0	0	0	1	0	0	1	0
2	60	0	0	1	1	0	0	0	1	0	0	1	0
20	20	1	0	0	0	1	0	0	0	1	0	1	0
5	5	1	0	0	0	0	1	0	0	1	0	0	1







